"Portrait file name","Class","Race (in-game)","Racial base","Gender"
"halfling_male_bard_varied_001.png","Bard","Halfling","Fantasy species variation","Male"
"halfling_male_cleric_varied_001.png","Cleric","Halfling","Fantasy species variation","Male"
"halfling_male_druid_varied_001.png","Druid","Halfling","Fantasy species variation","Male"
"halfling_male_fighter_varied_001.png","Fighter","Halfling","Fantasy species variation","Male"
"halfling_male_monk_varied_001.png","Monk","Halfling","Fantasy species variation","Male"
"halfling_male_sorcerer_varied_001.png","Sorcerer","Halfling","Fantasy species variation","Male"
"halfling_nonbinary_barbarian_varied_001.png","Barbarian","Halfling","Fantasy species variation","Non-binary"
"halfling_nonbinary_bard_varied_001.png","Bard","Halfling","Fantasy species variation","Non-binary"
"halfling_nonbinary_cleric_varied_001.png","Cleric","Halfling","Fantasy species variation","Non-binary"
"halfling_nonbinary_druid_varied_001.png","Druid","Halfling","Fantasy species variation","Non-binary"
"halfling_nonbinary_fighter_varied_001.png","Fighter","Halfling","Fantasy species variation","Non-binary"
"halfling_nonbinary_monk_varied_001.png","Monk","Halfling","Fantasy species variation","Non-binary"
"human_female_barbarian_black_001.png","Barbarian","Human","Black","Female"
"human_female_bard_mena_001.png","Bard","Human","Middle Eastern / North African","Female"
"human_female_bard_south_asian_001.png","Bard","Human","South Asian","Female"
"human_female_cleric_south_asian_001.png","Cleric","Human","South Asian","Female"
"human_female_druid_south_asian_001.png","Druid","Human","South Asian","Female"
"human_female_fighter_east_asian_001.png","Fighter","Human","East Asian","Female"
"human_female_fighter_indigenous_american_001.png","Fighter","Human","Indigenous American","Female"
"human_female_monk_indigenous_american_001.png","Monk","Human","Indigenous American","Female"
"human_female_paladin_indigenous_american_001.png","Paladin","Human","Indigenous American","Female"
"human_female_rogue_east_asian_001.png","Rogue","Human","East Asian","Female"
"human_male_barbarian_white_001.png","Barbarian","Human","White","Male"
"human_male_bard_white_001.png","Bard","Human","White","Male"
"human_male_cleric_indigenous_american_001.png","Cleric","Human","Indigenous American","Male"
"human_male_cleric_mena_001.png","Cleric","Human","Middle Eastern / North African","Male"
"human_male_druid_black_001.png","Druid","Human","Black","Male"
"human_male_druid_mena_001.png","Druid","Human","Middle Eastern / North African","Male"
"human_male_fighter_mena_001.png","Fighter","Human","Middle Eastern / North African","Male"
"human_male_monk_black_001.png","Monk","Human","Black","Male"
"human_male_paladin_black_001.png","Paladin","Human","Black","Male"
"human_male_ranger_latino_001.png","Ranger","Human","Latino","Male"
"human_nonbinary_barbarian_east_asian_001.png","Barbarian","Human","East Asian","Non-binary"
"human_nonbinary_bard_east_asian_001.png","Bard","Human","East Asian","Non-binary"
"human_nonbinary_cleric_east_asian_001.png","Cleric","Human","East Asian","Non-binary"
"human_nonbinary_druid_latino_001.png","Druid","Human","Latino","Non-binary"
"human_nonbinary_fighter_latino_001.png","Fighter","Human","Latino","Non-binary"
"human_nonbinary_monk_latino_001.png","Monk","Human","Latino","Non-binary"
"human_nonbinary_paladin_white_001.png","Paladin","Human","White","Non-binary"
"human_nonbinary_wizard_south_asian_001.png","Wizard","Human","South Asian","Non-binary"
"orc_female_barbarian_varied_001.png","Barbarian","Orc","Fantasy species variation","Female"
"orc_female_bard_varied_001.png","Bard","Orc","Fantasy species variation","Female"
"orc_female_cleric_varied_001.png","Cleric","Orc","Fantasy species variation","Female"
"orc_female_druid_varied_001.png","Druid","Orc","Fantasy species variation","Female"
"orc_female_fighter_varied_001.png","Fighter","Orc","Fantasy species variation","Female"
"orc_female_monk_varied_001.png","Monk","Orc","Fantasy species variation","Female"
"orc_male_bard_varied_001.png","Bard","Orc","Fantasy species variation","Male"
"orc_male_cleric_varied_001.png","Cleric","Orc","Fantasy species variation","Male"
"orc_male_druid_varied_001.png","Druid","Orc","Fantasy species variation","Male"
"orc_male_fighter_varied_001.png","Fighter","Orc","Fantasy species variation","Male"
"orc_male_monk_varied_001.png","Monk","Orc","Fantasy species variation","Male"
"orc_male_paladin_varied_001.png","Paladin","Orc","Fantasy species variation","Male"
"orc_nonbinary_barbarian_varied_001.png","Barbarian","Orc","Fantasy species variation","Non-binary"
"orc_nonbinary_bard_varied_001.png","Bard","Orc","Fantasy species variation","Non-binary"
"orc_nonbinary_cleric_varied_001.png","Cleric","Orc","Fantasy species variation","Non-binary"
"orc_nonbinary_druid_varied_001.png","Druid","Orc","Fantasy species variation","Non-binary"
"orc_nonbinary_fighter_varied_001.png","Fighter","Orc","Fantasy species variation","Non-binary"
"orc_nonbinary_monk_varied_001.png","Monk","Orc","Fantasy species variation","Non-binary"
"orc_nonbinary_warlock_varied_001.png","Warlock","Orc","Fantasy species variation","Non-binary"
"tiefling_female_barbarian_varied_001.png","Barbarian","Tiefling","Fantasy species variation","Female"
"tiefling_female_bard_varied_001.png","Bard","Tiefling","Fantasy species variation","Female"
"tiefling_female_cleric_varied_001.png","Cleric","Tiefling","Fantasy species variation","Female"
"tiefling_female_druid_varied_001.png","Druid","Tiefling","Fantasy species variation","Female"
"tiefling_female_fighter_varied_001.png","Fighter","Tiefling","Fantasy species variation","Female"
"tiefling_female_monk_varied_001.png","Monk","Tiefling","Fantasy species variation","Female"
"tiefling_female_wizard_varied_001.png","Wizard","Tiefling","Fantasy species variation","Female"
"tiefling_male_barbarian_varied_001.png","Barbarian","Tiefling","Fantasy species variation","Male"
"tiefling_male_bard_varied_001.png","Bard","Tiefling","Fantasy species variation","Male"
"tiefling_male_cleric_varied_001.png","Cleric","Tiefling","Fantasy species variation","Male"
"tiefling_male_druid_varied_001.png","Druid","Tiefling","Fantasy species variation","Male"
"tiefling_male_fighter_varied_001.png","Fighter","Tiefling","Fantasy species variation","Male"
"tiefling_male_monk_varied_001.png","Monk","Tiefling","Fantasy species variation","Male"
"tiefling_nonbinary_barbarian_varied_001.png","Barbarian","Tiefling","Fantasy species variation","Non-binary"
"tiefling_nonbinary_bard_varied_001.png","Bard","Tiefling","Fantasy species variation","Non-binary"
"tiefling_nonbinary_cleric_varied_001.png","Cleric","Tiefling","Fantasy species variation","Non-binary"
"tiefling_nonbinary_druid_varied_001.png","Druid","Tiefling","Fantasy species variation","Non-binary"
"tiefling_nonbinary_fighter_varied_001.png","Fighter","Tiefling","Fantasy species variation","Non-binary"
"tiefling_nonbinary_monk_varied_001.png","Monk","Tiefling","Fantasy species variation","Non-binary"
"tiefling_nonbinary_ranger_varied_001.png","Ranger","Tiefling","Fantasy species variation","Non-binary"
